PCSE/WOFOST OUTPUT FILE FOR: 
crop name: Sugar beet 601, N-EC
year: 2000
mode: 'wlp'
--------------------------------------------------------------
SUMMARY RESULTS:
       Day of sowing: N/A
    Day of emergence: 2000-04-05
     Day of anthesis: 2000-06-09
     Day of maturity: N/A
      Day of harvest: N/A
         Maximum LAI:  5.12
       Total biomass: 22783.5
               Yield: 15872.5
       Harvest Index:   0.697
 Total transpiration:  32.047
--------------------------------------------------------------
TIME-SERIES RESULTS:
       day,       DVS,       LAI,      TAGP,      TWSO,      TWLV,      TWST,      TWRT,       TRA,        RD,        SM,     WWLOW
2000-09-12,     1.932,     3.194, 20278.022, 13617.585,  3045.173,  3615.263,  2758.799,     0.176,    80.000,     0.181,    14.519
2000-09-13,     1.944,     3.050, 20347.065, 13679.724,  3048.626,  3618.715,  2759.602,     0.159,    80.000,     0.181,    14.466
2000-09-14,     1.953,     2.934, 20494.334, 13812.267,  3055.989,  3626.079,  2761.537,     0.152,    80.000,     0.179,    14.336
2000-09-15,     1.963,     2.772, 20636.687, 13940.384,  3063.107,  3633.197,  2763.576,     0.183,    80.000,     0.183,    14.628
2000-09-16,     1.974,     2.665, 20707.729, 14004.322,  3066.659,  3636.749,  2764.682,     0.099,    80.000,     0.193,    15.414
2000-09-17,     1.984,     2.428, 20780.990, 14070.257,  3070.322,  3640.412,  2765.934,     0.095,    80.000,     0.191,    15.280
2000-09-18,     1.992,     2.307, 20859.502, 14140.917,  3074.247,  3644.337,  2767.373,     0.162,    80.000,     0.194,    15.524
2000-09-19,     2.002,     2.173, 20991.107, 14259.362,  3080.828,  3650.917,  2769.926,     0.198,    80.000,     0.193,    15.416
2000-09-20,     2.012,     1.930, 21100.238, 14357.580,  3086.284,  3656.374,  2772.153,     0.093,    80.000,     0.189,    15.103
2000-09-21,     2.020,     1.814, 21128.871, 14383.350,  3087.716,  3657.806,  2772.737,     0.098,    80.000,     0.199,    15.956
2000-09-22,     2.027,     1.776, 21274.000, 14513.965,  3094.972,  3665.062,  2775.699,     0.144,    80.000,     0.211,    16.860
2000-09-23,     2.036,     1.703, 21346.763, 14579.452,  3098.610,  3668.700,  2777.184,     0.171,    80.000,     0.210,    16.763
2000-09-24,     2.047,     1.715, 21467.959, 14688.529,  3104.670,  3674.760,  2779.658,     0.180,    80.000,     0.206,    16.489
2000-09-25,     2.056,     1.645, 21596.142, 14803.894,  3111.079,  3681.169,  2782.273,     0.093,    80.000,     0.203,    16.253
2000-09-26,     2.064,     1.586, 21717.437, 14913.059,  3117.144,  3687.234,  2784.749,     0.092,    80.000,     0.202,    16.140
2000-09-27,     2.073,     1.554, 21749.745, 14942.136,  3118.760,  3688.849,  2785.408,     0.117,    80.000,     0.204,    16.283
2000-09-28,     2.083,     1.491, 21850.903, 15033.178,  3123.817,  3693.907,  2787.473,     0.103,    80.000,     0.202,    16.148
2000-09-29,     2.092,     1.433, 21853.368, 15035.397,  3123.941,  3694.031,  2787.523,     0.104,    80.000,     0.219,    17.520
2000-09-30,     2.103,     1.398, 21913.055, 15089.115,  3126.925,  3697.015,  2788.741,     0.088,    80.000,     0.224,    17.893
2000-10-01,     2.112,     1.339, 21953.041, 15125.102,  3128.924,  3699.014,  2789.557,     0.074,    80.000,     0.225,    17.987
2000-10-02,     2.121,     1.328, 22003.429, 15170.452,  3131.444,  3701.534,  2790.585,     0.082,    80.000,     0.233,    18.607
2000-10-03,     2.128,     1.299, 22074.728, 15234.621,  3135.009,  3705.099,  2792.041,     0.085,    80.000,     0.231,    18.444
2000-10-04,     2.137,     1.286, 22167.223, 15317.866,  3139.633,  3709.723,  2793.928,     0.086,    80.000,     0.229,    18.338
2000-10-05,     2.145,     1.257, 22174.977, 15324.845,  3140.021,  3710.111,  2794.086,     0.091,    80.000,     0.230,    18.401
2000-10-06,     2.153,     1.230, 22204.772, 15351.660,  3141.511,  3711.601,  2794.695,     0.070,    80.000,     0.230,    18.434
2000-10-07,     2.157,     1.218, 22268.827, 15409.310,  3144.714,  3714.803,  2796.002,     0.051,    80.000,     0.229,    18.286
2000-10-08,     2.161,     1.200, 22352.772, 15484.861,  3148.911,  3719.001,  2797.715,     0.030,    80.000,     0.228,    18.226
2000-10-09,     2.166,     1.201, 22355.924, 15487.698,  3149.069,  3719.158,  2797.779,     0.056,    80.000,     0.233,    18.662
2000-10-10,     2.171,     1.180, 22426.270, 15551.008,  3152.586,  3722.676,  2799.215,     0.053,    80.000,     0.233,    18.662
2000-10-11,     2.176,     1.151, 22435.674, 15559.472,  3153.056,  3723.146,  2799.407,     0.065,    80.000,     0.235,    18.797
2000-10-12,     2.181,     1.153, 22456.585, 15578.292,  3154.102,  3724.191,  2799.834,     0.064,    80.000,     0.234,    18.742
2000-10-13,     2.186,     1.128, 22504.361, 15621.291,  3156.490,  3726.580,  2800.809,     0.042,    80.000,     0.233,    18.602
2000-10-14,     2.191,     1.133, 22557.734, 15669.326,  3159.159,  3729.249,  2801.898,     0.039,    80.000,     0.232,    18.553
2000-10-15,     2.196,     1.122, 22596.109, 15703.864,  3161.078,  3731.168,  2802.681,     0.029,    80.000,     0.231,    18.507
2000-10-16,     2.201,     1.127, 22646.857, 15749.537,  3163.615,  3733.705,  2803.717,     0.022,    80.000,     0.237,    18.947
2000-10-17,     2.208,     1.109, 22646.857, 15749.537,  3163.615,  3733.705,  2803.717,     0.037,    80.000,     0.243,    19.450
2000-10-18,     2.214,     1.114, 22701.570, 15798.779,  3166.351,  3736.441,  2804.833,     0.038,    80.000,     0.242,    19.363
2000-10-19,     2.218,     1.094, 22715.622, 15811.426,  3167.053,  3737.143,  2805.120,     0.021,    80.000,     0.248,    19.836
2000-10-20,     2.224,     1.100, 22783.502, 15872.518,  3170.447,  3740.537,  2806.505,     0.015,    80.000,     0.247,    19.783
